,value,percentage,datetime,anio,ccaa
8,429437.981,1,2019-09-01T00:00:00.000+02:00,2019,Extremadura
9,394986.126,1,2019-10-01T00:00:00.000+02:00,2019,Extremadura
10,414780.995,1,2019-11-01T00:00:00.000+01:00,2019,Extremadura
11,416962.301,1,2019-12-01T00:00:00.000+01:00,2019,Extremadura
0,1831829.718,1,2019-01-01T00:00:00.000+01:00,2019,Galicia
1,1563729.72,1,2019-02-01T00:00:00.000+01:00,2019,Galicia
2,1570501.303,1,2019-03-01T00:00:00.000+01:00,2019,Galicia
3,1498887.102,1,2019-04-01T00:00:00.000+02:00,2019,Galicia
4,1455568.887,1,2019-05-01T00:00:00.000+02:00,2019,Galicia
5,1403979.936,1,2019-06-01T00:00:00.000+02:00,2019,Galicia
6,1459713.949,1,2019-07-01T00:00:00.000+02:00,2019,Galicia
7,1458252.716,1,2019-08-01T00:00:00.000+02:00,2019,Galicia
8,1437838.622,1,2019-09-01T00:00:00.000+02:00,2019,Galicia
9,1518709.899,1,2019-10-01T00:00:00.000+02:00,2019,Galicia
10,1611162.935,1,2019-11-01T00:00:00.000+01:00,2019,Galicia
11,1639128.236,1,2019-12-01T00:00:00.000+01:00,2019,Galicia
0,477795.703,1,2019-01-01T00:00:00.000+01:00,2019,Illes Balears
1,415344.403,1,2019-02-01T00:00:00.000+01:00,2019,Illes Balears
2,436816.193,1,2019-03-01T00:00:00.000+01:00,2019,Illes Balears
3,446407.913,1,2019-04-01T00:00:00.000+02:00,2019,Illes Balears
4,477010.374,1,2019-05-01T00:00:00.000+02:00,2019,Illes Balears
5,539722.271,1,2019-06-01T00:00:00.000+02:00,2019,Illes Balears
6,719464.877,1,2019-07-01T00:00:00.000+02:00,2019,Illes Balears
7,705099.073,1,2019-08-01T00:00:00.000+02:00,2019,Illes Balears
8,572623.989,1,2019-09-01T00:00:00.000+02:00,2019,Illes Balears
9,490426.996,1,2019-10-01T00:00:00.000+02:00,2019,Illes Balears
10,412701.696,1,2019-11-01T00:00:00.000+01:00,2019,Illes Balears
11,421812.285,1,2019-12-01T00:00:00.000+01:00,2019,Illes Balears
0,755349.344,1,2019-01-01T00:00:00.000+01:00,2019,Canarias
1,678572.401,1,2019-02-01T00:00:00.000+01:00,2019,Canarias
2,738613.341,1,2019-03-01T00:00:00.000+01:00,2019,Canarias
3,701144.535,1,2019-04-01T00:00:00.000+02:00,2019,Canarias
4,724435.551,1,2019-05-01T00:00:00.000+02:00,2019,Canarias
5,714689.013,1,2019-06-01T00:00:00.000+02:00,2019,Canarias
6,765155.245,1,2019-07-01T00:00:00.000+02:00,2019,Canarias
7,788634.096,1,2019-08-01T00:00:00.000+02:00,2019,Canarias
8,752661.657,1,2019-09-01T00:00:00.000+02:00,2019,Canarias
9,773780.358,1,2019-10-01T00:00:00.000+02:00,2019,Canarias
10,734424.275,1,2019-11-01T00:00:00.000+01:00,2019,Canarias
11,747518.318,1,2019-12-01T00:00:00.000+01:00,2019,Canarias
0,841665.36,1,2019-01-01T00:00:00.000+01:00,2019,Región de Murcia
1,722984.391,1,2019-02-01T00:00:00.000+01:00,2019,Región de Murcia
2,769206.22,1,2019-03-01T00:00:00.000+01:00,2019,Región de Murcia
3,717397.568,1,2019-04-01T00:00:00.000+02:00,2019,Región de Murcia
4,753933.437,1,2019-05-01T00:00:00.000+02:00,2019,Región de Murcia
5,781848.129,1,2019-06-01T00:00:00.000+02:00,2019,Región de Murcia
6,934973.704,1,2019-07-01T00:00:00.000+02:00,2019,Región de Murcia
7,891511.529,1,2019-08-01T00:00:00.000+02:00,2019,Región de Murcia
8,740195.578,1,2019-09-01T00:00:00.000+02:00,2019,Región de Murcia
9,748991.037,1,2019-10-01T00:00:00.000+02:00,2019,Región de Murcia
10,756543.658,1,2019-11-01T00:00:00.000+01:00,2019,Región de Murcia
11,777171.494,1,2019-12-01T00:00:00.000+01:00,2019,Región de Murcia
0,157569.432,1,2019-01-01T00:00:00.000+01:00,2019,La Rioja
1,137243.524,1,2019-02-01T00:00:00.000+01:00,2019,La Rioja
2,144513.078,1,2019-03-01T00:00:00.000+01:00,2019,La Rioja
3,133753.57,1,2019-04-01T00:00:00.000+02:00,2019,La Rioja
4,134904.534,1,2019-05-01T00:00:00.000+02:00,2019,La Rioja
5,133645.37,1,2019-06-01T00:00:00.000+02:00,2019,La Rioja
6,153082.682,1,2019-07-01T00:00:00.000+02:00,2019,La Rioja
7,134540.513,1,2019-08-01T00:00:00.000+02:00,2019,La Rioja
8,136656.05,1,2019-09-01T00:00:00.000+02:00,2019,La Rioja
9,148673.966,1,2019-10-01T00:00:00.000+02:00,2019,La Rioja
10,145490.168,1,2019-11-01T00:00:00.000+01:00,2019,La Rioja
11,141234.636,1,2019-12-01T00:00:00.000+01:00,2019,La Rioja
0,17830.239,1,2019-01-01T00:00:00.000+01:00,2019,Ceuta
1,16019.527,1,2019-02-01T00:00:00.000+01:00,2019,Ceuta
2,16598.235,1,2019-03-01T00:00:00.000+01:00,2019,Ceuta
3,15221.094,1,2019-04-01T00:00:00.000+02:00,2019,Ceuta
4,16753.54,1,2019-05-01T00:00:00.000+02:00,2019,Ceuta
5,16642.239,1,2019-06-01T00:00:00.000+02:00,2019,Ceuta
6,18185.252,1,2019-07-01T00:00:00.000+02:00,2019,Ceuta
7,18656.52,1,2019-08-01T00:00:00.000+02:00,2019,Ceuta
8,17603.892,1,2019-09-01T00:00:00.000+02:00,2019,Ceuta
9,17669.152,1,2019-10-01T00:00:00.000+02:00,2019,Ceuta
10,17157.331,1,2019-11-01T00:00:00.000+01:00,2019,Ceuta
11,17711.219,1,2019-12-01T00:00:00.000+01:00,2019,Ceuta
